update,env_steps,policy_loss,value_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,advantage_mean,advantage_std,alive_actor_sample_fraction,current_learning_rate,current_entropy_coef,effective_log_std_mean,effective_std_mean,actor_epochs_completed,actor_minibatches_completed,kl_early_stop,max_minibatch_kl,env_steps_per_second,environment_step_seconds,policy_inference_seconds,ppo_update_seconds,evaluation_seconds,mean_rollout_tactical_reward,mean_rollout_safety_penalty,mean_rollout_event_terminal_reward,completed_episodes,red_complete_elimination_success_rate,blue_complete_elimination_success_rate,environment_red_outcome_rate,environment_blue_outcome_rate,draw_rate,mean_red_attack_kills,mean_blue_attack_kills,mean_red_survivors,mean_blue_survivors,mean_red_boundary_deaths,mean_red_collision_deaths,max_steps_rate,mean_episode_length,mean_episode_return
1292,2646016,-0.0012833265432467063,2.183302807807922,4.256422487894694,0.003361717298652837,0.02247787549470862,0.4818169539173444,0.24892108142375946,1.525944709777832,0.93017578125,0.00015711513600000001,0.0052371712,-0.0004883470246568322,0.9995118975639343,5,30,False,0.008064772002398968,459.1503019216233,3690.408115477723,664.7639951344172,149.21489102579653,1099.3537182059663,-17.05419511697073,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,2.75,0.0,0.25,1.0,600.0,-17.05419511697073
1293,2648064,-0.0031940279838939506,3.3225770473480223,4.2555815060933435,0.004985886512155228,0.057762177214802556,0.41052832355101904,0.011942456476390362,1.6443663835525513,0.91650390625,0.000157004544,0.0052334847999999995,-0.0002834534097928554,0.9997166991233826,5,30,False,0.007444507442414761,459.16937587539934,3693.893511068687,665.2291987194185,149.33827509179537,1099.3537182059663,-24.345331430770898,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.75,0.25,0.25,1.0,600.0,-24.345331430770898
1294,2650112,-0.003823164035566151,2.5461781501770018,4.256047598520914,0.007172948481214311,0.07627008643466979,0.44218698839346565,0.047302763909101486,1.465356707572937,0.9549153645833334,0.000156893952,0.005229798399999999,-0.0003180712810717523,0.9996819496154785,5,30,False,0.014638163149356842,459.1712509218748,3697.610089287715,665.7059472374676,149.45268054479675,1099.3537182059663,-10.28046189401789,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.28046189401789
1295,2652160,-0.002932049991795793,5.989450454711914,4.256254275639852,0.004582187033765391,0.053298922876516976,0.4292296136418978,-0.34318241477012634,2.564229726791382,0.9300130208333334,0.00015678336,0.005226112,-0.00024366947764065117,0.9997564554214478,5,30,False,0.010550699196755886,459.14686271358005,3701.512336098691,666.2325611704582,149.6587151187996,1099.3537182059663,-38.58767262404126,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.5,0.5,0.5,1.0,600.0,-38.58767262404126
1296,2654208,-0.002842455531936139,0.5714315176010132,4.25632111231486,0.004617970537037763,0.052745015954133126,0.4281360412637393,0.2679932117462158,0.7729414105415344,0.9098307291666666,0.000156672768,0.0052224255999999995,0.0,1.0,5,30,False,0.009918938390910625,459.12375980451645,3705.428600580577,666.7608072824223,149.79380075080553,1099.3537182059663,-16.84483096094175,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8,2.6,0.2,0.0,1.0,600.0,-16.84483096094175
1297,2656256,-0.00314856053252394,0.8490768373012543,4.256735197703043,0.004372797972420569,0.04608605927011619,0.49310784935951235,0.628922700881958,0.8912822008132935,0.9637044270833334,0.00015656217599999998,0.005218739199999999,-5.346802208805457e-05,0.9999465942382812,5,30,False,0.007040222641080618,459.0830848750057,3709.5086380285793,667.3185156104446,149.96405273281562,1099.3537182059663,-28.05610022637241,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.0,0.6666666666666666,1.0,600.0,-28.05610022637241
1298,2658304,-0.002468235216413935,0.4758794099092484,4.256670157114665,0.004002462115992481,0.03583984375,0.39272624949614204,0.12180324643850327,0.7739826440811157,1.0,0.000156451584,0.005215052799999999,-0.00020904612028971314,0.9997910261154175,5,30,False,0.00759818684309721,458.95506401565353,3714.615911075656,667.9386125074379,150.14389326280798,1099.3537182059663,-10.292667405804764,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5,0.0,0.0,1.0,600.0,-10.292667405804764
1299,2660352,-0.0018584192109604677,2.174679434299469,4.2563241163889565,0.004057774425624909,0.03584557268380498,0.3459131449460983,-0.19211344420909882,1.5303945541381836,0.9947916666666666,0.00015634099199999998,0.0052113663999999995,-0.0001335803244728595,0.9998664855957031,5,30,False,0.007253481540828943,458.7748672781775,3720.3226529987587,668.5640237473126,150.35969762181048,1099.3537182059663,-10.188495831924797,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.5,0.0,0.0,1.0,600.0,-10.188495831924797
1300,2662400,-0.0013676182306544095,2.5329415082931517,4.256294780307346,0.01001555093807387,0.041549300878412194,0.42966831006385664,-0.2548244297504425,1.607577919960022,0.9524739583333334,0.00015623040000000001,0.00520768,-0.00041160298860631883,0.9995886087417603,5,27,True,0.04178629070520401,458.74228575999007,3724.337236546693,669.120851179192,150.49412652080355,1099.3537182059663,-15.223963585795154,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2.75,3.0,0.0,0.0,1.0,600.0,-15.223963585795154
1301,2664448,-0.001819568001277124,0.17808439582586288,4.254996490478516,0.0036464312827516683,0.03411984637302036,0.4628681590159734,0.11507528275251389,0.44395652413368225,0.95947265625,0.000156119808,0.0052039936,-0.0007547730347141623,0.9992456436157227,5,30,False,0.00808366946876049,458.77523993005525,3727.5423063135677,669.6712464331649,150.6197379278019,1099.3537182059663,-23.452644298832638,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,1.5,0.0,0.5,1.0,600.0,-23.452644298832638
1302,2666496,-0.0013582596322521568,4.103738760948181,4.2527053197224935,0.002737625222158139,0.02005187546601519,0.48549765050411225,-0.3703945577144623,2.0880026817321777,0.9547526041666666,0.000156009216,0.0052003072,-0.002268719021230936,0.9977351427078247,5,30,False,0.006920251064002514,458.78694423136653,3731.106791691578,670.1616266850469,150.74361186980968,1099.3537182059663,-10.213129299986576,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-10.213129299986576
1303,2668544,-0.0020681885556162647,2.169963610172272,4.249384005864461,0.004130855330852986,0.04205676140263677,0.41535449425379434,-0.123561792075634,1.5397437810897827,0.9303385416666666,0.00015589862400000002,0.0051966208,-0.0024008648470044136,0.9976034164428711,5,30,False,0.00744922598823905,458.7708812590255,3734.933137070504,670.6834638782748,150.88171573381987,1099.3537182059663,-14.149157596231907,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,2.8,2.6,0.0,0.0,1.0,600.0,-14.149157596231907
1304,2670592,-0.004181042352092846,3.281500720977783,4.2504459063212074,0.005706949308235684,0.06470512727585932,0.4158856858809789,-0.14538024365901947,2.030888795852661,0.9140625,0.000155788032,0.0051929344,-0.0016461791237816215,0.9983579516410828,5,30,False,0.008506073616445065,458.7905068699336,3738.39577365655,671.1702987392346,150.9985642938118,1099.3537182059663,-18.81873865795721,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.3333333333333333,1.0,600.0,-18.81873865795721
1305,2672640,-0.0050551540974993255,0.5263632267713547,4.2512192567189535,0.006736323602255853,0.08932128415132562,0.5055759429931641,0.2697663903236389,0.6795538067817688,0.8942057291666666,0.00015567744,0.005189248,-0.0021714281756430864,0.997835636138916,5,30,False,0.01342652179300785,458.77970856534114,3742.1451004806004,671.7087516512693,151.15548193480936,1099.3537182059663,-16.900085184137424,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,2.25,0.0,0.25,1.0,600.0,-16.900085184137424
1306,2674688,-0.002536183671812372,0.25622448772192,4.249956687291463,0.0031730368334460008,0.03072541397996247,0.4128098875284195,-0.005467280279844999,0.5546888709068298,0.9407552083333334,0.000155566848,0.005185561599999999,-0.0022570048458874226,0.9977490901947021,5,30,False,0.0069902255199849606,458.67089825760155,3746.896772681517,672.2811212602537,151.50242449980578,1099.3537182059663,-22.806555823244594,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.0,0.0,0.5,1.0,600.0,-22.806555823244594
1307,2676736,-0.0035958513617515564,0.24555857628583908,4.250843445460002,0.006584337712653602,0.08626302083333333,0.5431117306152979,0.059881143271923065,0.5429766774177551,1.0,0.000155456256,0.005181875199999999,-0.0015682568773627281,0.9984338283538818,5,30,False,0.015671484172344208,458.52518818580296,3752.279344440496,672.8986257843935,151.65975481479836,1099.3537182059663,-10.144661358564008,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.144661358564008
1308,2678784,-0.0010637617660298323,1.9980804204940796,4.253473170598348,0.002782551038156574,0.02701366558127726,0.38325488070646924,-0.2009640485048294,1.4574357271194458,0.9915364583333334,0.000155345664,0.0051781888,-0.0007938215276226401,0.9992066621780396,5,30,False,0.006188015919178724,458.3232892985825,3758.4321230554488,673.4928601064748,151.79751751180447,1099.3537182059663,-10.238834969481104,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.238834969481104
1309,2680832,-0.0018590005890776714,2.275612449645996,4.254735628763835,0.0036285229103546848,0.04217603806949531,0.37758896698554356,0.010074492543935776,1.577254295349121,0.9436848958333334,0.000155235072,0.005174502399999999,-0.0007930702995508909,0.9992079138755798,5,30,False,0.01031736470758915,458.291989139025,3762.4619229244563,674.0498569535994,151.92790936279926,1099.3537182059663,-10.24835025036676,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.24835025036676
1310,2682880,-0.0008364722637149195,3.038459897041321,4.2544596513112385,0.002530499216909258,0.017759224399924278,0.42393671050667764,-0.03060952201485634,1.5363084077835083,0.9443359375,0.00015512447999999998,0.005170815999999999,-0.0006286884308792651,0.9993719458580017,5,30,False,0.005424028262495995,458.2897206754204,3766.1092517516227,674.6018624055723,152.07406636980886,1099.3537182059663,-25.612982085888053,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.2,2.4,2.8,0.2,0.2,1.0,600.0,-25.612982085888053
1311,2684928,-0.0005708062895185624,2.5906732082366943,4.253666655222575,0.0040062039840906985,0.04248219762230292,0.4780704696973165,0.014996716752648354,1.6988694667816162,0.96533203125,0.00015501388800000002,0.0051671296,-0.0016945847310125828,0.9983097314834595,5,30,False,0.007773754186928272,458.3226869322549,3769.365209671727,675.1018565345876,152.20022787981725,1099.3537182059663,-10.29314389394373,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-10.29314389394373
1312,2686976,-0.001733268063981086,0.3038326039910316,4.250899887084961,0.0035759937142373134,0.031982351730888085,0.4621444428960482,0.17897732555866241,0.5478052496910095,0.9583333333333334,0.000154903296,0.0051634432,-0.002342749387025833,0.9976644515991211,5,30,False,0.006111373193562031,458.3520090367663,3772.6908703976806,675.5615497866675,152.35167731082765,1099.3537182059663,-10.30024386554851,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-10.30024386554851
1313,2689024,-0.00306160861752384,2.615220832824707,4.2488984107971195,0.004338913068470399,0.04964048738280932,0.4091691558559736,-0.18740785121917725,1.6554814577102661,0.9677734375,0.000154792704,0.0051597568,-0.00281379627995193,0.9971978068351746,5,30,False,0.00971150491386652,458.2817974389148,3777.1054892735265,676.1378615086287,152.57493754383177,1099.3537182059663,-16.424205995697434,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,2.75,0.0,0.25,1.0,600.0,-16.424205995697434
1314,2691072,-0.0012935066983724634,1.8571343421936035,4.248527320226033,0.005686392342908079,0.06896429889214535,0.45106113304694495,-0.06347956508398056,1.4172146320343018,0.9298502604166666,0.000154682112,0.0051560704,-0.002731740940362215,0.9972790479660034,5,30,False,0.0157457385212183,458.1142542517923,3782.778669869629,676.7139279355033,152.75737009884324,1099.3537182059663,-16.788875559662603,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-16.788875559662603
1315,2693120,-0.001824699272401631,2.217441272735596,4.248881880442301,0.002542565764133542,0.016420133846501508,0.3802987759311994,0.057641711086034775,1.5537452697753906,0.9337565104166666,0.00015457152,0.0051523839999999994,-0.002667735330760479,0.9973396062850952,5,30,False,0.00410411786288023,458.02619398863817,3787.4842893575697,677.2723425196164,152.93879582684895,1099.3537182059663,-22.91296007521487,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.5,0.0,0.5,1.0,600.0,-22.91296007521487
1316,2695168,-0.0016482789476867765,3.9776330947875977,4.249954907099406,0.003437517790923176,0.034589906871163596,0.4745002448558807,-0.20283856987953186,2.0780394077301025,0.9306640625,0.00015446092800000001,0.0051486976,-0.0018590250983834267,0.9981461763381958,5,30,False,0.007176459301263094,457.94841543239505,3792.113240890714,677.8077755216509,153.0955456338561,1099.3537182059663,-16.761924027845435,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-16.761924027845435
1317,2697216,-0.0026633803034201266,2.383657717704773,4.251792653401693,0.003801645790599828,0.04127822091492514,0.40759903689225513,0.0287788063287735,1.643086552619934,0.9267578125,0.000154350336,0.0051450112,-0.001495284028351307,0.9985072612762451,5,30,False,0.007465063128620386,457.873137989041,3796.6105535777606,678.3999291866203,153.2903289678652,1099.3537182059663,-15.369999581780576,nan,nan,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8,2.8,0.0,0.2,1.0,600.0,-15.369999581780576
1318,2699264,-0.0022609437932260335,0.2614372432231903,4.252797603607178,0.002742093506481069,0.021668088265384237,0.45576937894026437,0.16216593980789185,0.5213898420333862,0.9342447916666666,0.000154239744,0.0051413247999999995,-0.0012892520753666759,0.9987132549285889,5,30,False,0.0055566090159118176,457.83790588942526,3800.722580070942,678.9158955605672,153.44050948786025,1099.3537182059663,-18.76904166074625,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.3333333333333333,1.0,600.0,-18.76904166074625
1319,2701312,-0.0033058202328296224,0.2190476804971695,4.252543179194133,0.004560241924294436,0.05247476469958201,0.4791095187266668,0.10266949236392975,0.48154938220977783,0.97900390625,0.000154129152,0.005137638399999999,-0.0017302327323704958,0.9982736110687256,5,30,False,0.010395879857242107,457.7886912826783,3804.9795541369385,679.4599287994497,153.59902798486291,1099.3537182059663,-16.726011873000658,nan,nan,60,0.0,0.0,0.0,0.0,1.0,0.0,0.13333333333333333,2.2,2.6333333333333333,0.5,nan,0.8833333333333333,591.6666666666666,nan
1320,2703360,-0.001990334982595717,2.358645761013031,4.251174434026082,0.0027157422119671536,0.020028538815677167,0.42847897857427597,-0.27011948823928833,1.5590533018112183,0.9978841145833334,0.00015401856,0.005133951999999999,-0.0018264593090862036,0.9981774091720581,5,30,False,0.005703361704945564,452.0538718338117,3808.4470285879943,680.163290808443,153.71996177187248,1174.2656624189694,-10.248865040300643,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.248865040300643
1321,2705408,-0.0035901334679995975,0.5240724474191666,4.2527285734812414,0.0040276431100210175,0.04411319602901737,0.3743943780660629,0.1584988534450531,0.7147396802902222,0.9998372395833334,0.00015390796799999998,0.0051302655999999995,-0.0008374645258300006,0.9991636276245117,5,30,False,0.007434368133544922,452.10635958679006,3811.4951046520437,680.6987729785469,153.8373429698695,1174.2656624189694,-13.886748284497571,nan,nan,4,0.0,0.0,0.25,0.0,0.75,0.0,0.0,2.75,1.25,0.0,0.25,0.75,468.0,-13.886748284497571
1322,2707456,-0.0014831202725569407,0.12313685938715935,4.25482128461202,0.0024458417824159066,0.017513020833333334,0.46841059178113936,0.26838210225105286,0.41483283042907715,1.0,0.00015379737600000002,0.0051265792,-0.000694700051099062,0.9993057250976562,5,30,False,0.004803280346095562,452.14341587150494,3814.7097828030674,681.2709609225567,153.9457751568698,1174.2656624189694,-10.313804690857069,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.313804690857069
1323,2709504,-0.003080002435793479,4.775956845283508,4.253994051615397,0.005403069587191567,0.06767442198470235,0.4682381321986516,-0.31056562066078186,2.2238998413085938,0.99951171875,0.000153686784,0.0051228928,-0.0013110260479152203,0.9986915588378906,5,30,False,0.01195655856281519,452.1670381552551,3818.006639642146,681.9160378245288,154.06312460686604,1174.2656624189694,-20.564998454916275,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.0,1.0,600.0,-20.564998454916275
1324,2711552,-0.002648958915960975,2.594435143470764,4.252876885732015,0.004058549568923316,0.04265671092240761,0.41366457591454187,-0.16973234713077545,1.6497187614440918,0.9788411458333334,0.000153576192,0.0051192063999999995,-0.0010393133852630854,0.9989622831344604,5,30,False,0.008886009454727173,452.1666960678319,3821.5045601521415,682.6192659835215,154.23006440686004,1174.2656624189694,-10.307267557156592,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.307267557156592
1325,2713600,-0.002584826690144837,5.822031855583191,4.253494532903035,0.0027670448804341477,0.02470583423661689,0.39791658769051236,-0.3983200192451477,2.5297982692718506,0.9503580729166666,0.0001534656,0.00511552,-0.0011572339572012424,0.9988438487052917,5,30,False,0.006867506075650454,452.1497126953007,3825.3004603360896,683.2275297395099,154.4042006558593,1174.2656624189694,-17.91580511062432,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,2.0,0.25,0.0,1.0,600.0,-17.91580511062432
1326,2715648,-0.004109637254926687,3.311927008628845,4.253633006413778,0.004759526554305774,0.050221543821195765,0.3829868510365486,-0.040412019938230515,1.6777987480163574,0.9274088541666666,0.000153355008,0.0051118336,-0.0009017977863550186,0.9990989565849304,5,30,False,0.008764121681451797,452.17567972703824,3828.6831408240687,683.7489770114771,154.52188730686612,1174.2656624189694,-23.998278868345075,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.75,0.25,0.25,1.0,600.0,-23.998278868345075
1327,2717696,-0.0025261932673553626,0.17371607422828675,4.253780666987101,0.004499063962118892,0.0453350912546739,0.4419265195727348,0.23868876695632935,0.41333168745040894,0.9583333333333334,0.000153244416,0.0051081472,-0.0012631581630557775,0.9987385272979736,5,30,False,0.007375148590654135,452.19735151204145,3832.0048368211283,684.4099611704587,154.62953834186192,1174.2656624189694,-10.273433734949018,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-10.273433734949018
1328,2719744,-0.003208778286352754,0.15098368301987647,4.253367439905802,0.0036726498596787375,0.0334800916723907,0.43216531723737717,0.17575988173484802,0.3886585831642151,0.99853515625,0.000153133824,0.005104460799999999,-0.0009670857689343393,0.9990342855453491,5,30,False,0.006811089348047972,452.2096030867748,3835.435380054958,685.0781612934079,154.7426681098732,1174.2656624189694,-16.559359618133186,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,2.75,0.0,0.25,1.0,600.0,-16.559359618133186
1329,2721792,-0.001558200545453777,1.857769000530243,4.253740469614665,0.004491552851719464,0.05167879325648149,0.3968521187702815,0.053034380078315735,1.404639720916748,0.9990234375,0.00015302323199999998,0.005100774399999999,-0.0010912531288340688,0.9989105463027954,5,30,False,0.009110516868531704,452.23345634721716,3838.7300515259703,685.6830616043881,154.9037070258637,1174.2656624189694,-10.243171996390174,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.243171996390174
1330,2723840,-0.0024250822064156336,0.15042613446712494,4.253394889831543,0.004011373722906993,0.029541799321305007,0.4452588438987732,0.21497516334056854,0.37268948554992676,0.99169921875,0.00015291264,0.005097088,-0.0012077981373295188,0.998794436454773,5,30,False,0.012450004927814007,452.25233809377573,3841.9889073869126,686.3044382863009,155.01804258786433,1174.2656624189694,-16.845280100942244,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,2.6666666666666665,3.0,0.0,0.0,1.0,600.0,-16.845280100942244
1331,2725888,-0.0024958534787098566,0.2565147429704666,4.252930816014608,0.0035594519150132934,0.0390625,0.43944835861523945,0.19531667232513428,0.4963360130786896,1.0,0.000152802048,0.005093401599999999,-0.001444896450266242,0.9985572099685669,5,30,False,0.009183738380670547,452.26713299165124,3845.4239521468553,686.9124602843658,155.14801524385985,1174.2656624189694,-10.159891538683269,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-10.159891538683269
1332,2727936,-0.0017547609594961008,0.44866967499256133,4.2528820355733234,0.0027826452103909107,0.022428385416666665,0.41277951548496883,-0.041049398481845856,0.6894945502281189,1.0,0.00015269145599999999,0.005089715199999999,-0.0010505409445613623,0.9989508390426636,5,30,False,0.006939299870282412,452.26536957983933,3849.1759711838095,687.4385411852854,155.27814240785665,1174.2656624189694,-10.17886487500975,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-10.17886487500975
1333,2729984,-0.002282667097946008,0.1435632511973381,4.252722501754761,0.00396078570241419,0.03697916666666667,0.47609760959943137,0.047598015516996384,0.3951722979545593,1.0,0.00015258086400000002,0.0050860288000000005,-0.002049578120931983,0.9979526400566101,5,30,False,0.00809219479560852,452.16858483631364,3853.9667184207647,688.0622472091054,155.48635967586597,1174.2656624189694,-10.266787836677622,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.266787836677622
1334,2732032,-0.0019761429401114585,0.06300314776599407,4.2496165116628015,0.0024104384744229415,0.0189453125,0.4890446384747823,0.04511447995901108,0.27293434739112854,1.0,0.000152470272,0.0050823424,-0.0025181276723742485,0.997488260269165,5,30,False,0.006397874094545841,452.0980942248436,3858.6263250089105,688.6042776230897,155.59553368786874,1174.2656624189694,-10.190404595417931,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.190404595417931
1335,2734080,-0.003012282121926546,0.24167079627513885,4.2481234232584635,0.0038197070088547965,0.03828125,0.5029613395531972,0.02227196656167507,0.5119902491569519,1.0,0.00015235968000000002,0.005078656,-0.0033259927295148373,0.996684730052948,5,30,False,0.006471460219472647,452.1471691745643,3861.7182843559567,689.1281194201729,155.7144687408727,1174.2656624189694,-10.240777469744595,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.240777469744595
1336,2736128,-0.0026095744998504717,0.08566984683275222,4.246571191151937,0.003972107655135915,0.040266927083333334,0.46991782585779823,0.08224485069513321,0.31336966156959534,1.0,0.000152249088,0.0050749696,-0.003412653459236026,0.9966001510620117,5,30,False,0.007209681905806065,452.1838326649927,3864.8667827979516,689.7669246132427,155.82037236187898,1174.2656624189694,-10.195529961343254,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.195529961343254
1337,2738176,-0.002230442563692729,0.2177654966711998,4.246386162439982,0.0037780002157281464,0.03551432291666667,0.4780854811271032,0.10239844769239426,0.4707758128643036,1.0,0.000152138496,0.005071283199999999,-0.0037337185349315405,0.9962791204452515,5,30,False,0.008538937196135521,452.2304179899125,3867.999134468846,690.2744029413007,155.9582350118726,1174.2656624189694,-10.321707139827291,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.3333333333333335,0.0,0.0,1.0,600.0,-10.321707139827291
1338,2740224,-0.0021310291873912015,0.2204394072294235,4.245749775568644,0.0034164930732610327,0.03128255208333333,0.48256354679663976,-0.014865781180560589,0.5020111799240112,1.0,0.000152027904,0.0050675968,-0.0037375311367213726,0.9962749481201172,5,30,False,0.00600328017026186,452.25429021380154,3871.4344725549454,690.7527792304318,156.09000453486806,1174.2656624189694,-10.308648819969221,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-10.308648819969221
1339,2742272,-0.0032932119715648393,1.781219220161438,4.2451522986094155,0.006267600989606355,0.07843974593561143,0.4723417297005653,-0.03527357429265976,1.363364338874817,0.9900716145833334,0.000151917312,0.0050639104,-0.0038814041763544083,0.9961339235305786,5,30,False,0.015938108786940575,452.2816154154416,3874.7812371959444,691.2831235254416,156.21609715887462,1174.2656624189694,-15.121144804808296,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.25,2.75,3.0,0.0,0.0,1.0,600.0,-15.121144804808296
1340,2744320,-0.0019237673298145334,3.9493048906326296,4.245898962020874,0.0032039769755006554,0.027316052823637922,0.40657950441042584,-0.2652190029621124,2.0217273235321045,0.97509765625,0.00015180671999999999,0.0050602239999999995,-0.0032047973945736885,0.9968048930168152,5,30,False,0.006593320053070784,452.31827891853845,3878.070622679763,691.7561102923646,156.34341349586612,1174.2656624189694,-20.545514921781205,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,2.0,0.0,0.0,1.0,600.0,-20.545514921781205
1341,2746368,-0.0013646679231896996,0.10887490957975388,4.246659501393636,0.002782814992436518,0.017513020833333334,0.489098617931207,0.1951311081647873,0.2875171899795532,1.0,0.000151696128,0.005056537599999999,-0.004010268487036228,0.9960016012191772,5,30,False,0.005928548984229565,452.35429483248447,3881.3684251447266,692.2322439033451,156.4616870598693,1174.2656624189694,-10.196332555312594,nan,nan,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,600.0,-10.196332555312594
1342,2748416,-0.0035102815832942723,0.30411921739578246,4.2440212567647295,0.005315244529629126,0.0673828125,0.44351201951503755,0.08084307610988617,0.5572152137756348,1.0,0.00015158553599999998,0.005052851199999999,-0.004371682181954384,0.9956457018852234,5,30,False,0.01162806898355484,452.38506580847553,3884.6737710187444,692.7557696963777,156.58690787486557,1174.2656624189694,-10.275962475632355,nan,nan,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,600.0,-10.275962475632355
1343,2750464,-0.0028692853637039663,0.11748815476894378,4.242569875717163,0.003299169847741723,0.0298828125,0.4106827199459076,0.06996844708919525,0.3511362671852112,1.0,0.000151474944,0.0050491647999999995,-0.005405470263212919,0.9946210384368896,5,30,False,0.0066701374016702175,452.41708622708694,3888.0632079118077,693.2049792133621,156.70625348886824,1174.2656624189694,-10.348249647120914,nan,nan,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.6666666666666667,0.0,0.0,1.0,600.0,-10.348249647120914
